구분,고급휘발유,보통휘발유,자동차용경유,실내등유
2011-04-25,2149.33,1946.88,1796.83,1362
2011-04-26,2149.58,1946.84,1796.62,1362.31
2011-04-27,2149.55,1946.58,1796.56,1362.76
2011-04-28,2149.98,1946.2,1796.45,1363.48
2011-04-29,2150.13,1946.05,1796.45,1363.54
2011-04-30,2150.19,1945.94,1796.29,1363.51
2011-05-01,2149.94,1945.74,1796.21,1363.87
2011-05-02,2150.8,1945.82,1796.18,1364.1
2011-05-03,2164.22,1949.37,1796.49,1364.93
2011-05-04,2167.27,1950.58,1796.62,1365.57
2011-05-05,2167.7,1951.16,1796.76,1366.1
2011-05-06,2167.66,1951.6,1796.75,1366.89
2011-05-07,2167.72,1951.96,1796.77,1367.55
2011-05-08,2168.58,1952.16,1796.73,1367.86
2011-05-09,2166.51,1952.32,1796.6,1368.68
2011-05-10,2160.66,1951.04,1793.96,1368.01
2011-05-11,2158.94,1950.52,1792.8,1369.06
2011-05-12,2158.7,1949.56,1790.71,1368.49
2011-05-13,2157.06,1948.15,1787.82,1366.62
2011-05-14,2157.35,1947.39,1785.79,1366.53
2011-05-15,2157.3,1947.04,1784.87,1366.29
2011-05-16,2156.67,1946.29,1783.11,1365.64
2011-05-17,2150.14,1943.59,1778.22,1364.18
2011-05-18,2143.52,1940.11,1772.25,1362.99
2011-05-19,2142.02,1937.5,1767.27,1361.99
2011-05-20,2140.15,1935.06,1762.75,1360.98
2011-05-21,2139,1933.35,1759.31,1360.17
2011-05-22,2138.3,1932.62,1757.85,1359.51
2011-05-23,2138.05,1930.91,1754.54,1358.69
2011-05-24,2130.14,1926.55,1749.77,1357.73
2011-05-25,2127.77,1923.19,1745.71,1356.91
2011-05-26,2124.43,1920.47,1742.22,1356.07
2011-05-27,2123.36,1918.41,1739.59,1355.3
2011-05-28,2123.55,1917.16,1737.94,1354.47
2011-05-29,2123.41,1916.54,1736.77,1354.08
2011-05-30,2122.82,1915.35,1735.38,1353.41
2011-05-31,2126.92,1915.01,1734.45,1352.76
2011-06-01,2127.96,1913.48,1732.01,1351.56
2011-06-02,2127.72,1912.61,1730.75,1351.36
2011-06-03,2127.79,1912.19,1730.24,1350.95
2011-06-04,2126.77,1911.84,1730.02,1351.06
2011-06-05,2127.95,1911.62,1729.53,1350.17
2011-06-06,2127.62,1911.53,1729.38,1350.31
2011-06-07,2128.52,1911.26,1729.63,1350.08
2011-06-08,2127.89,1910.95,1729.45,1350.6
2011-06-09,2129.28,1910.86,1729.4,1350.03
2011-06-10,2128.82,1910.72,1729.3,1350.56
2011-06-11,2128.93,1910.82,1729.45,1351.09
2011-06-12,2128.77,1910.89,1729.4,1350.84
2011-06-13,2128.74,1910.99,1729.64,1351.18
2011-06-14,2130.54,1912,1731.15,1351.9
2011-06-15,2133.23,1912.99,1732.63,1352.09
2011-06-16,2134.3,1913.79,1733.64,1352.3
2011-06-17,2134.71,1914.77,1735.41,1352.69
2011-06-18,2135.33,1915.75,1736.8,1352.78
2011-06-19,2135.3,1916.22,1737.39,1353.04
2011-06-20,2135.41,1917.21,1738.96,1353.28
2011-06-21,2136.12,1918.73,1741.63,1353.19
2011-06-22,2137.21,1919.87,1743.57,1353.43
2011-06-23,2138.05,1920.75,1745,1353.71
2011-06-24,2138.89,1921.39,1746.06,1353.47
2011-06-25,2139.07,1921.84,1746.62,1353.49
2011-06-26,2138.9,1922.05,1746.84,1353.52
2011-06-27,2137.85,1922.47,1747.25,1353.47
2011-06-28,2136.28,1921.8,1746.28,1352.47
2011-06-29,2136.64,1921.57,1745.87,1352.26
2011-06-30,2137.2,1921.43,1745.98,1352.08
2011-07-01,2135.75,1921.22,1745.63,1351.79
2011-07-02,2137.4,1921.46,1745.78,1351.76
2011-07-03,2139.27,1921.63,1745.86,1351.66
2011-07-04,2139.18,1921.62,1746.12,1351.79
2011-07-05,2139.03,1921.5,1745.8,1351.07
2011-07-06,2138.91,1921.86,1746.19,1350.64
2011-07-07,2135.03,1919.33,1743.61,1350.4
2011-07-08,2135.44,1920.5,1744.18,1349.78
2011-07-09,2138.35,1921.61,1744.8,1349.41
2011-07-10,2138.31,1922.07,1744.92,1349.33
2011-07-11,2139.1,1923.2,1745.6,1348.97
2011-07-12,2154.42,1928.16,1748.98,1349.57
2011-07-13,2158.31,1931.04,1751.05,1350.09
2011-07-14,2158.48,1932.89,1752.15,1350.28
2011-07-15,2159.44,1934.8,1753.44,1350.5
2011-07-16,2160.36,1936.27,1754.31,1350.82
2011-07-17,2159.93,1937.18,1754.8,1350.92
2011-07-18,2159.77,1938.52,1755.88,1350.94
2011-07-19,2161.57,1940.56,1757.67,1351.53
2011-07-20,2161.8,1942,1758.91,1351.75
2011-07-21,2162.31,1943.28,1760.01,1351.92
2011-07-22,2163.07,1944.41,1760.93,1352.12
2011-07-23,2162.3,1945.33,1761.61,1352.16
2011-07-24,2162.1,1945.8,1761.93,1352.07
2011-07-25,2161.49,1946.74,1762.85,1352.48
2011-07-26,2159.88,1947.38,1763.63,1352.21
2011-07-27,2160.6,1948.06,1764.43,1352.6
2011-07-28,2160.61,1948.79,1765.25,1352.84
2011-07-29,2160.69,1949.58,1766.06,1352.9
2011-07-30,2161.82,1950.25,1766.62,1352.8
2011-07-31,2161.07,1950.68,1766.94,1352.76
2011-08-01,2161.27,1951.48,1767.73,1352.9
2011-08-02,2163.37,1952.44,1768.25,1352.99
2011-08-03,2163.85,1953.18,1768.74,1352.52
2011-08-04,2163.97,1953.76,1769.09,1352.74
2011-08-05,2164.23,1954.02,1769.26,1352.45
2011-08-06,2162.76,1954.12,1769.28,1352.39
2011-08-07,2162.47,1954.23,1769.2,1352.78
2011-08-08,2162.47,1954.13,1769.17,1352.74
2011-08-09,2160.41,1952.93,1767.99,1353.06
2011-08-10,2156.73,1951.6,1766.12,1352.34
2011-08-11,2156.53,1950.64,1764.88,1352.35
2011-08-12,2155.25,1949.51,1763.53,1352.19
2011-08-13,2155.59,1949.02,1762.75,1351.52
2011-08-14,2155.54,1948.83,1762.37,1350.95
2011-08-15,2155.9,1948.63,1762.08,1350.44
2011-08-16,2154.49,1947.61,1760.69,1349.25
2011-08-17,2155.87,1946.15,1758.85,1348.97
2011-08-18,2154.63,1944.66,1756.96,1347.98
2011-08-19,2153.32,1943.23,1755.26,1348.04
2011-08-20,2152.9,1942.03,1753.81,1347.42
2011-08-21,2153.06,1941.39,1752.83,1346.84
2011-08-22,2151.75,1940,1751.24,1346.15
2011-08-23,2154,1938.99,1749.66,1345.56
2011-08-24,2154.2,1937.69,1748.11,1344.54
2011-08-25,2154.37,1936.5,1746.61,1344.13
2011-08-26,2153.9,1935.49,1745.25,1343.41
2011-08-27,2153.86,1934.78,1744.27,1343.39
2011-08-28,2153.96,1934.6,1743.83,1342.97
2011-08-29,2153.63,1933.96,1743.18,1342.18
2011-08-30,2157.77,1934.09,1742.54,1341.74
2011-08-31,2158.78,1934.04,1742.35,1341.47
2011-09-01,2159.22,1933.36,1741.03,1340.97
2011-09-02,2158.96,1933.32,1740.53,1340.45
2011-09-03,2158.41,1933.22,1740.15,1339.91
2011-09-04,2158.21,1933.21,1739.86,1339.77
2011-09-05,2158.17,1933.23,1739.85,1339.57
2011-09-06,2168.64,1935.78,1741.21,1339.6
2011-09-07,2171.3,1937.02,1741.68,1339.49
2011-09-08,2172.8,1937.95,1742.21,1339.35
2011-09-09,2172.9,1939.12,1742.86,1339.01
2011-09-10,2173.91,1940.59,1743.67,1339.07
2011-09-11,2174.43,1941.35,1743.96,1339.18
2011-09-12,2175.4,1941.89,1744.25,1338.63
2011-09-13,2176.59,1942.47,1744.47,1338.41
2011-09-14,2176.32,1943.22,1744.87,1338.43
2011-09-15,2174.24,1943.46,1745.05,1338.48
2011-09-16,2173.27,1943.94,1745.37,1338.49
2011-09-17,2172.11,1944.66,1745.57,1338.17
2011-09-18,2172.4,1945.1,1745.63,1338.12
2011-09-19,2173.91,1945.66,1746.1,1338.63
2011-09-20,2174.22,1946.81,1746.92,1339.41
2011-09-21,2175.65,1947.98,1747.82,1339.3
2011-09-22,2175.43,1948.77,1748.35,1339.57
2011-09-23,2173.39,1949.96,1749.22,1340
2011-09-24,2174.2,1951.3,1750.08,1341.99
2011-09-25,2174.31,1952.07,1750.53,1342.35
2011-09-26,2173.77,1953.36,1751.76,1342.32
2011-09-27,2179.09,1956.5,1754.36,1342.22
2011-09-28,2183.68,1958.59,1756.2,1343.25
2011-09-29,2184.93,1960.21,1757.61,1343.59
2011-09-30,2186.7,1961.38,1758.67,1342.5
2011-10-01,2187.14,1963.15,1759.88,1343.56
2011-10-02,2186.96,1963.82,1760.43,1344.21
2011-10-03,2187.54,1964.46,1761.02,1344.64
2011-10-04,2188.21,1965.1,1761.93,1345.02
2011-10-05,2187.77,1965.77,1762.55,1345.72
2011-10-06,2188.73,1966.44,1763.22,1345.78
2011-10-07,2187.76,1967.3,1764.12,1346.13
2011-10-08,2187.15,1967.95,1764.63,1346.69
2011-10-09,2187.53,1968.33,1764.9,1346.67
2011-10-10,2188.03,1968.9,1765.5,1346.91
2011-10-11,2189.13,1969.88,1766.18,1346.93
2011-10-12,2190.3,1970.88,1767.09,1347.51
2011-10-13,2191.07,1971.94,1767.96,1347.87
2011-10-14,2191.99,1973.1,1768.93,1348.83
2011-10-15,2192.85,1974.46,1769.89,1348.91
2011-10-16,2192.58,1975.28,1770.48,1349.36
2011-10-17,2192.35,1976.88,1771.83,1350.53
2011-10-18,2203.75,1981.36,1774.43,1351.89
2011-10-19,2208.37,1984.45,1776.53,1353.22
2011-10-20,2209.41,1986.16,1777.87,1353.75
2011-10-21,2210.93,1987.99,1779.23,1354.88
2011-10-22,2212.18,1989.45,1780.32,1355.89
2011-10-23,2213.55,1990.15,1780.75,1356.22
2011-10-24,2213.43,1990.89,1781.48,1356.5
2011-10-25,2211.15,1991.34,1783.67,1357.52
2011-10-26,2211.2,1991.96,1784.43,1358.97
2011-10-27,2211.51,1992.44,1783.76,1359.44
2011-10-28,2210.25,1992.8,1784.19,1359.72
2011-10-29,2210.44,1993.05,1784.3,1360.01
2011-10-30,2210.53,1993.14,1784.25,1360.3
2011-10-31,2210.81,1993.17,1784.45,1360.61
2011-11-01,2206.77,1992.55,1785.16,1360.96
2011-11-02,2205.12,1992.01,1785,1361.03
2011-11-03,2203.78,1991.49,1784.91,1360.9
2011-11-04,2204.72,1990.98,1784.71,1360.89
2011-11-05,2204.74,1990.49,1784.45,1361.05
2011-11-06,2204.63,1990.3,1784.26,1360.8
2011-11-07,2203.48,1989.9,1784.09,1360.9
2011-11-08,2196.61,1987.4,1782.81,1360.6
2011-11-09,2193.23,1985.92,1782.15,1359.86
2011-11-10,2191.92,1984.87,1781.74,1359.64
2011-11-11,2190.02,1984.11,1781.83,1359.7
2011-11-12,2189.49,1983.69,1781.86,1359.87
2011-11-13,2189.13,1983.53,1781.91,1359.87
2011-11-14,2189.03,1983.3,1782.17,1360.38
2011-11-15,2190.34,1983.33,1784.88,1361.86
2011-11-16,2191.83,1983.01,1786.39,1363.73
2011-11-17,2192.15,1982.32,1787.87,1364.91
2011-11-18,2192.34,1981.74,1788.72,1365.65
2011-11-19,2192.67,1981.31,1789.44,1366.07
2011-11-20,2192.68,1981.07,1789.77,1367.16
2011-11-21,2193.23,1980.69,1790.33,1368.08
2011-11-22,2188.48,1978.58,1792.21,1369.32
2011-11-23,2183.69,1976.54,1793.5,1370.29
2011-11-24,2182.16,1974.57,1794.45,1371.03
2011-11-25,2180.85,1972.22,1794.94,1371.52
2011-11-26,2180.35,1970.21,1795.52,1372.23
2011-11-27,2180.52,1969.25,1795.65,1372.2
2011-11-28,2179.67,1967.92,1795.96,1372.36
2011-11-29,2175.24,1965.22,1795.22,1372.22
2011-11-30,2172.13,1962.27,1794.52,1371.9
2011-12-01,2171.56,1960.28,1795.08,1371.91
2011-12-02,2170.41,1957.59,1795.11,1372.02
2011-12-03,2168.65,1955.25,1794.99,1372.11
2011-12-04,2168.72,1954.23,1794.85,1372.33
2011-12-05,2167.94,1952.9,1794.96,1372.63
2011-12-06,2169.99,1951.72,1794.95,1372.63
2011-12-07,2170.1,1950.44,1794.85,1372.69
2011-12-08,2169.24,1949,1794.84,1374.16
2011-12-09,2168.56,1947.93,1794.85,1374.43
2011-12-10,2168.57,1946.94,1794.89,1374.58
2011-12-11,2168.67,1946.5,1794.74,1374.55
2011-12-12,2167.53,1945.73,1794.8,1374.55
2011-12-13,2167.9,1944.28,1794.27,1374.24
2011-12-14,2166.95,1943.13,1793.85,1372.65
2011-12-15,2166.89,1942.01,1793.53,1372.74
2011-12-16,2166.59,1940.86,1793,1372.46
2011-12-17,2166.21,1939.96,1792.49,1372.35
2011-12-18,2165.89,1939.56,1792.11,1372.21
2011-12-19,2165.69,1938.79,1791.93,1371.97
2011-12-20,2167.39,1938.41,1791.35,1371.7
2011-12-21,2167.88,1937.69,1790.88,1371.41
2011-12-22,2167.46,1937.02,1790.39,1371.19
2011-12-23,2166.47,1936.44,1790.11,1371
2011-12-24,2167.02,1936.05,1789.89,1370.85
2011-12-25,2167.39,1935.82,1789.61,1370.75
2011-12-26,2166.74,1935.51,1789.5,1370.74
2011-12-27,2167.89,1935.23,1789.14,1370.63
2011-12-28,2168.1,1934.8,1788.79,1370.11
2011-12-29,2168.43,1934.57,1788.58,1369.8
2011-12-30,2169.65,1934.19,1788.24,1369.7
2011-12-31,2169.22,1934.08,1788.1,1369.81
2012-01-01,2168.87,1933.73,1789.24,1370.91
2012-01-02,2168.67,1933.15,1788.86,1370.78
2012-01-03,2169.39,1933.68,1787.53,1369.27
2012-01-04,2169.5,1933.43,1787.26,1368.97
2012-01-05,2169.46,1933.3,1786.99,1368.98
2012-01-06,2169.73,1933.51,1787.04,1368.97
2012-01-07,2170.93,1934.28,1787.59,1369.22
2012-01-08,2172.05,1934.64,1787.79,1369.16
2012-01-09,2172.15,1935.02,1788.12,1369.37
2012-01-10,2181.12,1938.94,1791.23,1371.04
2012-01-11,2186.88,1941.98,1793.65,1372.68
2012-01-12,2189.37,1945,1796.16,1373.86
2012-01-13,2191.16,1947.5,1798.17,1374.89
2012-01-14,2191.67,1950.61,1800.83,1375.98
2012-01-15,2192.43,1952.13,1801.89,1376.66
2012-01-16,2193.14,1954.21,1803.76,1377.36
2012-01-17,2198.37,1958.03,1807.46,1379.21
2012-01-18,2199.66,1961.44,1810.59,1381.17
2012-01-19,2200.08,1964.31,1813.36,1382.58
2012-01-20,2202.03,1967.61,1816.31,1383.75
2012-01-21,2203.2,1970.11,1818.39,1384.56
2012-01-22,2204.24,1972,1819.73,1385.22
2012-01-23,2204.1,1972.81,1820.23,1385.82
2012-01-24,2203.77,1973.35,1820.6,1385.57
2012-01-25,2202.85,1974.25,1821.34,1385.69
2012-01-26,2203.72,1975.34,1822.23,1386.46
2012-01-27,2204.86,1976.24,1822.96,1387.05
2012-01-28,2205.33,1976.99,1823.21,1387.53
2012-01-29,2205.16,1977.31,1823.44,1387.68
2012-01-30,2205.71,1977.59,1823.8,1388.2
2012-01-31,2205.16,1977.96,1823.53,1388.03
2012-02-01,2204.43,1978.2,1823.04,1389.04
2012-02-02,2205.46,1978.44,1823.12,1389.08
2012-02-03,2204.81,1978.51,1823.18,1387.97
2012-02-04,2205.58,1978.86,1823.19,1387.92
2012-02-05,2207.05,1978.9,1823.25,1388
2012-02-06,2206.78,1978.99,1823.39,1388.05
2012-02-07,2208.46,1979.42,1823.49,1388.13
2012-02-08,2208.89,1979.7,1823.69,1388.21
2012-02-09,2208.58,1980.03,1823.9,1388.25
2012-02-10,2210.95,1980.42,1824.09,1388.17
2012-02-11,2212,1980.98,1824.47,1388.31
2012-02-12,2212.53,1981.32,1824.58,1388.38
2012-02-13,2211.92,1981.61,1824.86,1388.61
2012-02-14,2216.15,1983.41,1826.9,1389.87
2012-02-15,2219.2,1984.44,1827.69,1390.53
2012-02-16,2218.3,1984.65,1828.32,1390.91
2012-02-17,2218.06,1985.37,1828.83,1391.19
2012-02-18,2218.78,1986.26,1830.7,1391.52
2012-02-19,2219.24,1986.68,1830.8,1391.7
2012-02-20,2220.55,1987.15,1830.01,1391.79
2012-02-21,2225.15,1989.51,1831.32,1392.54
2012-02-22,2228.25,1991.58,1832.64,1393.3
2012-02-23,2231.83,1993.82,1833.83,1393.99
2012-02-24,2233.33,1995.74,1835.06,1394.51
2012-02-25,2235.72,1998.35,1836.64,1395.34
2012-02-26,2236.86,1999.55,1837.24,1395.76
2012-02-27,2237.52,2001.07,1838.39,1396.33
2012-02-28,2239.81,2003.99,1840.74,1397.98
2012-02-29,2241.9,2006.14,1842.33,1399.41
2012-03-01,2242.96,2009.76,1844.58,1400.5
2012-03-02,2242.29,2011.89,1845.86,1401.85
2012-03-03,2244.4,2013.49,1846.68,1402.6
2012-03-04,2245.59,2014.21,1846.92,1403.01
2012-03-05,2245.46,2015.65,1847.81,1403.68
2012-03-06,2248.61,2017.96,1848.76,1404.88
2012-03-07,2250.86,2019.59,1849.21,1405.66
2012-03-08,2254.13,2021.08,1849.96,1406.3
2012-03-09,2254.57,2022.2,1850.32,1407.14
2012-03-10,2255.21,2023.51,1850.78,1407.65
2012-03-11,2255.8,2024.28,1850.91,1407.99
2012-03-12,2255.56,2025.15,1851.36,1408.78
2012-03-13,2255.61,2026.35,1851.83,1409.08
2012-03-14,2256.65,2027.43,1852.27,1409.45
2012-03-15,2257.6,2028.61,1852.71,1409.89
2012-03-16,2258.85,2029.77,1853.16,1410.01
2012-03-17,2260.23,2031.19,1853.71,1410.39
2012-03-18,2262.08,2031.95,1853.91,1410.52
2012-03-19,2261.46,2032.84,1854.29,1410.69
2012-03-20,2265.76,2035.4,1855.92,1411.76
2012-03-21,2269.09,2037.53,1856.94,1412.94
2012-03-22,2270.8,2039.12,1857.69,1413.5
2012-03-23,2271.66,2040.34,1858.13,1414.13
2012-03-24,2272.68,2041.43,1858.58,1414.57
2012-03-25,2274.06,2042.05,1858.79,1415.05
2012-03-26,2272.8,2042.74,1859.15,1415.3
2012-03-27,2274.23,2043.69,1859.54,1415.25
2012-03-28,2274.84,2044.62,1860.02,1415.67
2012-03-29,2275.07,2045.45,1860.4,1416.04
2012-03-30,2276.2,2046.02,1860.59,1416.21
2012-03-31,2277.68,2047.01,1860.98,1416.1
2012-04-01,2278.45,2048,1861.32,1416.42
2012-04-02,2279.42,2048.62,1861.67,1416.54
2012-04-03,2282.9,2050.73,1862.88,1417.41
2012-04-04,2284.13,2052.28,1863.64,1418.05
2012-04-05,2285.81,2053.9,1864.54,1418.56
2012-04-06,2287.46,2055.09,1865.28,1419.66
2012-04-07,2288.55,2056.4,1866.03,1420.5
2012-04-08,2288.93,2057.02,1866.16,1420.94
2012-04-09,2289.19,2057.78,1866.58,1421.47
2012-04-10,2289.56,2058.71,1866.91,1421.86
2012-04-11,2289.7,2059.66,1867.16,1421.72
2012-04-12,2290.35,2060.26,1867.5,1421.9
2012-04-13,2291.46,2060.61,1868.17,1421.98
2012-04-14,2291.89,2061.35,1867.72,1421.94
2012-04-15,2292,2061.83,1867.9,1421.73
2012-04-16,2292.01,2062.28,1868.06,1421.87
2012-04-17,2290.75,2062.31,1867.51,1421.78
2012-04-18,2289.69,2062.55,1867.64,1421.59
2012-04-19,2289.05,2062.44,1867.3,1421.63
2012-04-20,2288.23,2062.39,1868.28,1421.29
2012-04-21,2288.41,2062.37,1867.98,1421.31
2012-04-22,2288.89,2062.42,1867.93,1421.52
2012-04-23,2288.47,2062.35,1866.52,1421.24
2012-04-24,2286.72,2061.93,1865.8,1420.96
2012-04-25,2283.57,2061.06,1865.07,1420.45
2012-04-26,2282.72,2060.52,1864.55,1419.9
2012-04-27,2283.31,2060.14,1863.98,1419.99
2012-04-28,2283.98,2059.59,1863.43,1419.83
2012-04-29,2284.03,2059.44,1863.03,1419.61
2012-04-30,2283.51,2059.02,1862.83,1419.15
2012-05-01,2282.64,2058.35,1862.06,1419.11
2012-05-02,2282.44,2057.68,1861.38,1419.04
2012-05-03,2281.78,2056.86,1860.57,1418.77
2012-05-04,2282.05,2056.03,1859.71,1418.31
2012-05-05,2282.21,2055.53,1859.06,1417.64
2012-05-06,2282.23,2055.3,1858.65,1417.18
2012-05-07,2281.41,2054.86,1858.2,1417.04
2012-05-08,2279.1,2053.52,1856.94,1416.78
2012-05-09,2278.2,2052.34,1855.63,1416.39
2012-05-10,2276.77,2051.06,1854.21,1416.3
2012-05-11,2276.29,2049.3,1852.55,1415.59
2012-05-12,2276.19,2048.09,1851.14,1414.91
2012-05-13,2275.44,2047.16,1850.26,1414.58
2012-05-14,2274.98,2046.26,1849.34,1414.79
2012-05-15,2270.6,2042.73,1845.52,1414.13
2012-05-16,2266.31,2039.52,1842.47,1412.8
2012-05-17,2261.67,2036.4,1839.32,1411.43
2012-05-18,2260.62,2033.29,1836.42,1410.81
2012-05-19,2258.72,2030.53,1833.99,1410.13
2012-05-20,2257.76,2029.21,1832.58,1409.48
2012-05-21,2256.88,2026.89,1830.63,1408.57
2012-05-22,2254.31,2023.18,1827.21,1407.58
2012-05-23,2251.88,2020.01,1824.45,1406
2012-05-24,2248.8,2017.1,1824.29,1404.95
2012-05-25,2247.98,2014.51,1821.67,1403.56
2012-05-26,2246.75,2012.39,1817.42,1402.78
2012-05-27,2246.34,2011.42,1816.31,1402.24
2012-05-28,2246.15,2010.65,1815.58,1401.89
2012-05-29,2245.32,2009.05,1814.35,1400.94
2012-05-30,2244.82,2007.16,1812.45,1400.78
2012-05-31,2244.22,2005.67,1810.86,1400.11
2012-06-01,2244.04,2002.84,1808.12,1399.1
2012-06-02,2243.42,2000.72,1806.15,1398.66
2012-06-03,2242.81,1999.62,1804.89,1398.19
2012-06-04,2242.02,1998.1,1803.58,1397.71
2012-06-05,2240.75,1995.49,1801.21,1397.29
2012-06-06,2239.46,1993.23,1798.85,1396.5
2012-06-07,2238.99,1991.54,1797.22,1395.59
2012-06-08,2235.94,1989.34,1795.41,1394.71
2012-06-09,2235.07,1987.85,1793.81,1394.17
2012-06-10,2234.81,1987.03,1792.91,1393.71
2012-06-11,2235.09,1985.72,1791.88,1393.55
2012-06-12,2227.76,1981.97,1788.59,1392.26
2012-06-13,2222.49,1978.77,1785.48,1390.82
2012-06-14,2217.72,1975.58,1782.35,1389.69
2012-06-15,2215.95,1972.6,1779.63,1388.18
2012-06-16,2215.25,1970.02,1777.16,1387.08
2012-06-17,2215.05,1968.82,1776.07,1385.99
2012-06-18,2213.96,1966.95,1774.51,1385.17
2012-06-19,2210.37,1963.28,1771.55,1383.83
2012-06-20,2207.66,1960.24,1769.14,1383.2
2012-06-21,2205.1,1956.97,1766.6,1382.41
2012-06-22,2203.75,1953.6,1763.91,1381.4
2012-06-23,2202.3,1950.08,1761.25,1380.57
2012-06-24,2201.7,1948.6,1759.9,1379.62
2012-06-25,2201.23,1946.37,1758.24,1379.03
2012-06-26,2194.66,1940.22,1753.72,1376.96
2012-06-27,2187.72,1935.15,1749.21,1374.56
2012-06-28,2182,1927.89,1748.42,1372.28
2012-06-29,2178.06,1922.16,1740.51,1370.77
2012-06-30,2175.93,1918.54,1737.66,1369.37
2012-07-01,2174.53,1914.96,1734.94,1367.97
2012-07-02,2173.2,1911.17,1731.82,1368.32
2012-07-03,2170.44,1906.42,1728.05,1365.22
2012-07-04,2167.61,1902.37,1724.96,1363.49
2012-07-05,2165.52,1899.65,1722.67,1362.23
2012-07-06,2163.95,1897.71,1721.28,1361.52
2012-07-07,2162.9,1895.97,1720.18,1361.05
2012-07-08,2162.7,1894.99,1719.28,1360.18
2012-07-09,2161.89,1894.12,1718.84,1359.68
2012-07-10,2166.59,1893.78,1719.6,1359.49
2012-07-11,2167.96,1893.14,1719.05,1359.09
2012-07-12,2166.99,1892.73,1719.25,1357.35
2012-07-13,2167.86,1892.34,1719,1358.25
2012-07-14,2169.43,1892.13,1719.08,1357.93
2012-07-15,2169.77,1891.99,1718.8,1357.7
2012-07-16,2170.75,1891.86,1719,1357.94
2012-07-17,2171.72,1892.18,1719.49,1358.09
2012-07-18,2172.49,1892.48,1719.87,1358.01
2012-07-19,2172.27,1893.07,1720.4,1358.26
2012-07-20,2172.8,1894.16,1721.3,1358.62
2012-07-21,2173.97,1896.21,1723.06,1359.24
2012-07-22,2173.54,1897.42,1723.8,1359.76
2012-07-23,2174.49,1898.88,1725.52,1359.58
2012-07-24,2183.54,1903.11,1729.2,1360.42
2012-07-25,2186.79,1906.83,1732.5,1361.17
2012-07-26,2188.77,1910.53,1736.1,1361.23
2012-07-27,2190.99,1914.48,1739.83,1362.79
2012-07-28,2192.51,1917.87,1742.91,1363.87
2012-07-29,2193.64,1919.63,1744.23,1363.88
2012-07-30,2193.98,1921.46,1746.05,1364.32
2012-07-31,2193.97,1924.06,1748.23,1364.76
2012-08-01,2194.71,1927.38,1751.13,1365.25
2012-08-02,2195.84,1929.91,1753.2,1365.96
2012-08-03,2197.38,1932.11,1754.87,1366
2012-08-04,2198.26,1934.23,1756.34,1365.33
2012-08-05,2198.41,1935.13,1756.88,1365.18
2012-08-06,2199.35,1936.31,1757.97,1365.01
2012-08-07,2202.04,1938.7,1759.32,1365.52
2012-08-08,2203.71,1940.63,1760.79,1365.85
2012-08-09,2204.62,1942.74,1762.15,1366.53
2012-08-10,2206.13,1945.71,1764.18,1366.39
2012-08-11,2208.56,1948.71,1766.27,1366.86
2012-08-12,2208.33,1950.21,1767.16,1367.16
2012-08-13,2209.74,1952.21,1768.73,1367.77
2012-08-14,2220.28,1959.25,1774.51,1369.51
2012-08-15,2226.57,1964.99,1778.65,1370.55
2012-08-16,2230.06,1968.88,1781.75,1371.76
2012-08-17,2234.34,1973.95,1785.53,1373.98
2012-08-18,2237.4,1978.91,1789,1375.95
2012-08-19,2238.9,1981.32,1790.76,1377.03
2012-08-20,2239.97,1984.43,1793.18,1378.26
2012-08-21,2246.78,1990.88,1799.01,1380.48
2012-08-22,2253.69,1995.77,1803.36,1382.83
2012-08-23,2258.69,2000.11,1806.88,1385.29
2012-08-24,2261.51,2003.71,1810.12,1387.01
2012-08-25,2263.87,2007.36,1813.23,1389.66
2012-08-26,2264.6,2009.48,1814.85,1390.7
2012-08-27,2265.56,2012.08,1817.3,1391.87
2012-08-28,2265.35,2014.4,1820.42,1393.11
2012-08-29,2266.78,2016.67,1822.84,1394.7
2012-08-30,2267.32,2018.56,1824.76,1396.23
2012-08-31,2268.2,2020.05,1826.34,1396.95
2012-09-01,2269.47,2022.52,1828.79,1397.76
2012-09-02,2270.23,2023.63,1829.84,1398.45
2012-09-03,2270.2,2024.73,1831.13,1398.83
2012-09-04,2268.26,2025.43,1832.28,1400.07
2012-09-05,2266.57,2025.9,1833.23,1400.79
2012-09-06,2266.55,2026.29,1834.06,1401.77
2012-09-07,2266.51,2026.27,1835.22,1402.67
2012-09-08,2266.56,2026.59,1835.8,1403.87
2012-09-09,2266.36,2026.76,1835.96,1404.04
2012-09-10,2266.28,2026.85,1836.6,1404.61
2012-09-11,2264.39,2026.27,1837.13,1405.57
2012-09-12,2263.86,2025.99,1837.81,1406.6
2012-09-13,2263.61,2025.81,1838.05,1407.3
2012-09-14,2262.98,2025.79,1838.59,1408.23
2012-09-15,2263.63,2025.91,1839.25,1409.04
2012-09-16,2263.83,2025.99,1839.46,1409.44
2012-09-17,2263.93,2025.96,1839.76,1410.01
2012-09-18,2267.31,2026.51,1840.08,1411.09
2012-09-19,2269.24,2026.62,1840.46,1411.86
2012-09-20,2270.31,2026.56,1840.67,1411.98
2012-09-21,2270.44,2025.97,1840.66,1412.21
2012-09-22,2271.58,2025.34,1840.39,1412.75
2012-09-23,2272.13,2024.64,1839.98,1412.74
2012-09-24,2271.98,2024.66,1840.15,1412.74
